"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TRK","Speedway Motorsports, Inc.","19.3","$792.54M","1995","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/trk",
"SR","Spire Inc.","70.45","$3.4B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sr",
"SPR","Spirit Aerosystems Holdings, Inc.","60.99","$7.36B","2006","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/spr",
"SRC","Spirit Realty Capital, Inc.","7.79","$3.77B","2013","Consumer Services","Building operators","http://www.nasdaq.com/symbol/src",
"SRLP","Sprague Resources LP","27.7","$624.46M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/srlp",
"S","Sprint Corporation","8.41","$33.59B","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/s",
"SPXC","SPX Corporation","28.44","$1.21B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","37.41","$1.58B","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","26.36","$9.86B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","18.5","$1.3B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/joe",
"STAG","Stag Industrial, Inc.","28.11","$2.49B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stag",
"STAG^B","Stag Industrial, Inc.","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^b",
"STAG^C","Stag Industrial, Inc.","26.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","1.9","$52.14M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ssi",
"SMP","Standard Motor Products, Inc.","52.56","$1.2B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","95.1","$1.21B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sxi",
"SWJ","Stanley Black & Decker, Inc.","25.34","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","147.8","$22.62B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swk",
"SWP","Stanley Black & Decker, Inc.","111.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swp",
"STN","Stantec Inc","25.45","$2.9B","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/stn",
"SGU","Star Gas Partners, L.P.","10.71","$598.56M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","12.5","$198.73M","1997","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","21.99","$5.72B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","90.61","$34.09B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","28.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","26.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STT^G","State Street Corporation","27.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^g",
"STO","Statoil ASA","17.38","$56.4B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"SPLP","Steel Partners Holdings LP","18.525","$481.96M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SPLP^A","Steel Partners Holdings LP","22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/splp^a",
"SCS","Steelcase Inc.","13.75","$1.62B","1998","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SCM","Stellus Capital Investment Corporation","13.77","$215.4M","2012","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","25.69","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"SCL","Stepan Company","89.3","$2.01B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"STE","STERIS plc","81.98","$6.97B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","22.8","$3.09B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STC","Stewart Information Services Corporation","46.35","$1.1B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","47.49","$3.25B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","26.89","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf^a",
"STM","STMicroelectronics N.V.","16.25","$14.36B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SGY","Stone Energy Corporation","21.11","$422.2M","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"EDF","Stone Harbor Emerging Markets Income Fund","16.22","$256.99M","2010","n/a","n/a","http://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","15.6","$149.97M","2012","n/a","n/a","http://www.nasdaq.com/symbol/edi",
"STON","StoneMor Partners L.P.","7.18","$271.86M","2004","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","16.02","$450.86M","1997","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","23.4","$4.45B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stor",
"GJH","STRATS Trust","9.96","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","22.1","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","19.25","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"SYK","Stryker Corporation","146.22","$54.65B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"RGR","Sturm, Ruger & Company, Inc.","59.3","$1.05B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","24.48","$1.5B","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.66","$54B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","18.29","$1.91B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^B","Summit Hotel Properties, Inc.","25.7899","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","25.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"INN^D","Summit Hotel Properties, Inc.","25.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^d",
"SUM","Summit Materials, Inc.","28.43","$3.03B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","24.65","$1.78B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","89.51","$7.07B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","25.6076","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SLF","Sun Life Financial Inc.","37.57","$23.06B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","18.35","$848.15M","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","10.76","$692.08M","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","30.61","$50.92B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SUN","Sunoco LP","31.14","$3.61B","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","16.67","$3.68B","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","26.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^e",
"SHO^F","Sunstone Hotel Investors, Inc.","25.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^f",
"STI","SunTrust Banks, Inc.","55.88","$27.02B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.A","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI.WS.B","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","24.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","25.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SPN","Superior Energy Services, Inc.","11.64","$1.78B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","20.7","$515.58M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SVU","SuperValu Inc.","3.3","$886.16M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/svu",
"SLD","Sutherland Asset Management Corporation","14.65","$451.59M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sld",
"SWFT","Swift Transportation Company","24.92","$3.32B","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","12.72","$321.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYF","Synchrony Financial","29.51","$23.93B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SYT","Syngenta AG","92.36","$42.59B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","121.3","$4.84B","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","44.01","$5.38B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","27.4243","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"GJP","Synthetic Fixed-Income Securities, Inc.","22.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","21.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","19.5","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.85","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYY","Sysco Corporation","51","$27.3B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","19.46","$719.14M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/syx",
"DATA","Tableau Software, Inc.","64.46","$5.03B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TAHO","Tahoe Resources, Inc.","5.49","$1.72B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/taho",
"TLRD","Tailored Brands, Inc.","11.58","$567.98M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlrd",
"TWN","Taiwan Fund, Inc. (The)","20.37","$167.53M","1986","n/a","n/a","http://www.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","36.41","$188.83B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"TAL","TAL Education Group","147.88","$12.17B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tal",
"TEGP","Tallgrass Energy GP, LP","26.15","$4.11B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tegp",
"TEP","Tallgrass Energy Partners, LP","51.74","$3.75B","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tep",
"SKT","Tanger Factory Outlet Centers, Inc.","26.95","$2.6B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/skt",
"NGLS^A","Targa Resources Partners LP","26.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","46.65","$9.26B","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","54.1","$29.85B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","114.26","$4.63B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/taro",
"TTM","Tata Motors Ltd","35.9","$24.39B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","60.53","$3.67B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","25.2879","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","25.3599","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^k",
"TMHC","Taylor Morrison Home Corporation","24.25","$3.15B","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tmhc",
"TCP","TC PipeLines, LP","57.82","$4.1B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tcp",
"TCF","TCF Financial Corporation","15.95","$2.73B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcf",
"TCF.WS","TCF Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcf.ws",
"TCF^B","TCF Financial Corporation","25.4176","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcf^b",
"TCF^C","TCF Financial Corporation","25.9129","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcf^c",
"TSI","TCW Strategic Income Fund, Inc.","5.61","$267.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tsi",
"TEL","TE Connectivity Ltd.","83.11","$29.51B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"TISI","Team, Inc.","23.95","$714.07M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tisi",
"FTI","TechnipFMC plc","28.68","$13.38B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fti",
"TECK","Teck Resources Ltd","19.41","$11.06B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/teck",
"TK","Teekay Corporation","7.56","$652.12M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","17.4","$1.39B","2005","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tgp",
"TGP^A","Teekay LNG Partners L.P.","25.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tgp^a",
"TOO","Teekay Offshore Partners L.P.","2.44","$365.27M","2006","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/too",
"TOO^A","Teekay Offshore Partners L.P.","15.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^a",
"TOO^B","Teekay Offshore Partners L.P.","16.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^b",
"TNK","Teekay Tankers Ltd.","1.76","$315.43M","2007","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tnk",
"GCI","TEGNA Inc.","8.85","$1.01B","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/gci",
"TGNA","TEGNA Inc.","14.49","$3.11B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","21.05","$438.98M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","25.82","$1.04B","1987","n/a","n/a","http://www.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","18.55","$807.22M","2014","n/a","n/a","http://www.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","21.55","$460.37M","1992","n/a","n/a","http://www.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","15.12","$466.53M","2015","n/a","n/a","http://www.nasdaq.com/symbol/thw",
"TDOC","Teladoc, Inc.","35.25","$1.93B","2015","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/tdoc",
"TEO","Telecom Argentina Stet - France Telecom S.A.","27.78","$5.38B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/teo",
"TI","Telecom Italia S.P.A.","9.68","$20.39B","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti",
"TI.A","Telecom Italia S.P.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ti.a",
"TDY","Teledyne Technologies Incorporated","136.5","$4.82B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","211.89","$9.53B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","14.27","$24.1B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","10.74","$54.11B","1988","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tef",
"TDA","Telephone and Data Systems, Inc.","25","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","26.05","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tde",
